Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:50,2018-09-14 16:10:50,"0,039s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:50,2018-09-14 16:10:50,"0,040s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:50,2018-09-14 16:10:50,"0,048s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:50,2018-09-14 16:10:50,"0,044s",PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:10:50,2018-09-14 16:10:51,"0,252s",PASSED
waitForElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:51,"0,050s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:51,"0,048s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:51,"0,054s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:51,"0,041s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:51,"0,046s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:51,"0,041s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:51,"0,044s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:51,"0,046s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:51,"0,045s",PASSED
verifyElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:51,"0,044s",PASSED
delay,Chrome 69.0.3497.92,,2018-09-14 16:10:51,2018-09-14 16:10:53,"2,014s",PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:10:53,2018-09-14 16:10:53,"0,105s",PASSED
waitForElementNotPresent,Chrome 69.0.3497.92,,2018-09-14 16:10:53,2018-09-14 16:10:53,"0,082s",PASSED
comment,Chrome 69.0.3497.92,,2018-09-14 16:10:53,2018-09-14 16:10:53,"0,012s",PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:10:53,2018-09-14 16:10:53,"0,106s",PASSED
waitForElementNotVisible,Chrome 69.0.3497.92,,2018-09-14 16:10:53,2018-09-14 16:10:54,"0,580s",PASSED
,,,,,,
Test Cases/DashboardTransportFilter,Chrome 69.0.3497.92,,2018-09-14 16:10:56,2018-09-14 16:11:00,"4,208s",PASSED
Statement - select_status = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/transferStatusCLICK),Chrome 69.0.3497.92,,2018-09-14 16:10:56,2018-09-14 16:10:56,"0,012s",PASSED
"Statement - optionMap = [""SUBMITTED"":""li_SUBMITTED"", ""SUSPENDED"":""li_SUSPENDED"", ""RESUMED"":""li_RESUMED"", ""STARTED"":""li_STARTED"", ""STARTED_RETRY"":""li_STARTED_RETRY"", ... ]",Chrome 69.0.3497.92,,2018-09-14 16:10:56,2018-09-14 16:10:56,"0,007s",PASSED
"Statement - optionMap.each({ java.lang.Object optionIndex, java.lang.Object optionsValue -> ... })",Chrome 69.0.3497.92,,2018-09-14 16:10:56,2018-09-14 16:10:58,"1,523s",PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:10:58,2018-09-14 16:10:58,"0,086s",PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:10:58,2018-09-14 16:10:58,"0,078s",PASSED
Statement - btn_clear = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/btn_clearfilter),Chrome 69.0.3497.92,,2018-09-14 16:10:58,2018-09-14 16:10:58,"0,014s",PASSED
Statement - btn_apply = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/btn_applyfilter),Chrome 69.0.3497.92,,2018-09-14 16:10:58,2018-09-14 16:10:58,"0,014s",PASSED
Statement - input_transferStatus = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/input_transferStatus),Chrome 69.0.3497.92,,2018-09-14 16:10:58,2018-09-14 16:10:58,"0,010s",PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:10:58,2018-09-14 16:10:58,"0,114s",PASSED
,,,,,,
Test Cases/DashboardTransportDockedCounters,Chrome 69.0.3497.92,,2018-09-14 16:11:00,2018-09-14 16:11:04,"3,868s",PASSED
"Statement - [""SB"", ""ST"", ""SR"", ""SU"", ""RS"", ""FR""].each({ -> ... })",Chrome 69.0.3497.92,,2018-09-14 16:11:01,2018-09-14 16:11:02,"1,199s",PASSED
,,,,,,
Test Cases/MenuSettings,Chrome 69.0.3497.92,,2018-09-14 16:11:04,2018-09-14 16:11:11,"6,805s",PASSED
Statement - btn_dash = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(GhibliDashboard/btn_monitordashboard),Chrome 69.0.3497.92,,2018-09-14 16:11:04,2018-09-14 16:11:04,"0,012s",PASSED
"Statement - css = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(btn_dash, ""class"", STOP_ON_FAILURE)",Chrome 69.0.3497.92,,2018-09-14 16:11:04,2018-09-14 16:11:05,"0,079s",PASSED
Statement - isPressed = css.contains(btn_pressed),Chrome 69.0.3497.92,,2018-09-14 16:11:05,2018-09-14 16:11:05,"0,013s",PASSED
Statement - If (isPressed == false),Chrome 69.0.3497.92,,2018-09-14 16:11:05,2018-09-14 16:11:05,"0,017s",PASSED
verifyElementNotVisible,Chrome 69.0.3497.92,,2018-09-14 16:11:05,2018-09-14 16:11:05,"0,076s",PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:11:05,2018-09-14 16:11:05,"0,691s",PASSED
waitForElementPresent,Chrome 69.0.3497.92,,2018-09-14 16:11:05,2018-09-14 16:11:05,"0,047s",PASSED
verifyElementVisible,Chrome 69.0.3497.92,,2018-09-14 16:11:05,2018-09-14 16:11:05,"0,081s",PASSED
"Statement - element = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SettingsMenu/Collection Tree Text), waitShort)",Chrome 69.0.3497.92,,2018-09-14 16:11:05,2018-09-14 16:11:05,"0,055s",PASSED
Statement - element.each({ java.lang.Object el -> ... }),Chrome 69.0.3497.92,,2018-09-14 16:11:05,2018-09-14 16:11:06,"0,318s",PASSED
"Statement - elementQtip = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SettingsMenu/Collection Tree), 10)",Chrome 69.0.3497.92,,2018-09-14 16:11:06,2018-09-14 16:11:06,"0,048s",PASSED
Statement - elementQtip.each({ java.lang.Object elW -> ... }),Chrome 69.0.3497.92,,2018-09-14 16:11:06,2018-09-14 16:11:09,"3,042s",PASSED
,,,,,,
Test Cases/Logout,Chrome 69.0.3497.92,,2018-09-14 16:11:11,2018-09-14 16:11:13,"2,268s",PASSED
Statement - test = false,Chrome 69.0.3497.92,,2018-09-14 16:11:11,2018-09-14 16:11:11,"0,006s",PASSED
"Statement - test = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(GhibliDashboard/btn_logout), 1)",Chrome 69.0.3497.92,,2018-09-14 16:11:11,2018-09-14 16:11:11,"0,044s",PASSED
Statement - assert test == true,Chrome 69.0.3497.92,,2018-09-14 16:11:11,2018-09-14 16:11:11,"0,015s",PASSED
