Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
waitForElementPresent,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:23,"0,032s",PASSED
verifyElementPresent,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:23,"0,023s",PASSED
verifyElementPresent,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:23,"0,029s",PASSED
verifyElementPresent,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:23,"0,024s",PASSED
verifyElementPresent,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:23,"0,027s",PASSED
verifyElementPresent,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:23,"0,025s",PASSED
verifyElementPresent,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:23,"0,019s",PASSED
verifyElementPresent,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:23,"0,025s",PASSED
verifyElementPresent,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:23,"0,027s",PASSED
verifyElementPresent,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:23,"0,021s",PASSED
delay,Firefox 62.0,,2018-09-14 16:24:23,2018-09-14 16:24:25,"2,010s",PASSED
click,Firefox 62.0,,2018-09-14 16:24:25,2018-09-14 16:24:25,"0,250s",PASSED
waitForElementNotPresent,Firefox 62.0,,2018-09-14 16:24:25,2018-09-14 16:24:25,"0,038s",PASSED
comment,Firefox 62.0,,2018-09-14 16:24:25,2018-09-14 16:24:25,"0,012s",PASSED
click,Firefox 62.0,,2018-09-14 16:24:25,2018-09-14 16:24:26,"0,257s",PASSED
waitForElementNotVisible,Firefox 62.0,,2018-09-14 16:24:26,2018-09-14 16:24:26,"0,126s",PASSED
,,,,,,
Test Cases/DashboardTransportFilter,Firefox 62.0,,2018-09-14 16:24:28,2018-09-14 16:24:34,"5,964s",PASSED
Statement - select_status = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/transferStatusCLICK),Firefox 62.0,,2018-09-14 16:24:28,2018-09-14 16:24:28,"0,012s",PASSED
"Statement - optionMap = [""SUBMITTED"":""li_SUBMITTED"", ""SUSPENDED"":""li_SUSPENDED"", ""RESUMED"":""li_RESUMED"", ""STARTED"":""li_STARTED"", ""STARTED_RETRY"":""li_STARTED_RETRY"", ... ]",Firefox 62.0,,2018-09-14 16:24:28,2018-09-14 16:24:28,"0,006s",PASSED
"Statement - optionMap.each({ java.lang.Object optionIndex, java.lang.Object optionsValue -> ... })",Firefox 62.0,,2018-09-14 16:24:28,2018-09-14 16:24:31,"2,969s",PASSED
click,Firefox 62.0,,2018-09-14 16:24:31,2018-09-14 16:24:31,"0,232s",PASSED
click,Firefox 62.0,,2018-09-14 16:24:31,2018-09-14 16:24:31,"0,236s",PASSED
Statement - btn_clear = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/btn_clearfilter),Firefox 62.0,,2018-09-14 16:24:31,2018-09-14 16:24:31,"0,013s",PASSED
Statement - btn_apply = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/btn_applyfilter),Firefox 62.0,,2018-09-14 16:24:31,2018-09-14 16:24:32,"0,008s",PASSED
Statement - input_transferStatus = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/input_transferStatus),Firefox 62.0,,2018-09-14 16:24:32,2018-09-14 16:24:32,"0,011s",PASSED
click,Firefox 62.0,,2018-09-14 16:24:32,2018-09-14 16:24:32,"0,259s",PASSED
,,,,,,
Test Cases/DashboardTransportDockedCounters,Firefox 62.0,,2018-09-14 16:24:34,2018-09-14 16:24:37,"2,975s",PASSED
"Statement - [""SB"", ""ST"", ""SR"", ""SU"", ""RS"", ""FR""].each({ -> ... })",Firefox 62.0,,2018-09-14 16:24:34,2018-09-14 16:24:35,"0,811s",PASSED
,,,,,,
Test Cases/MenuSettings,Firefox 62.0,,2018-09-14 16:24:37,2018-09-14 16:24:43,"6,523s",PASSED
Statement - btn_dash = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(GhibliDashboard/btn_monitordashboard),Firefox 62.0,,2018-09-14 16:24:37,2018-09-14 16:24:37,"0,017s",PASSED
"Statement - css = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(btn_dash, ""class"", STOP_ON_FAILURE)",Firefox 62.0,,2018-09-14 16:24:37,2018-09-14 16:24:37,"0,050s",PASSED
Statement - isPressed = css.contains(btn_pressed),Firefox 62.0,,2018-09-14 16:24:37,2018-09-14 16:24:37,"0,010s",PASSED
Statement - If (isPressed == false),Firefox 62.0,,2018-09-14 16:24:37,2018-09-14 16:24:37,"0,019s",PASSED
verifyElementNotVisible,Firefox 62.0,,2018-09-14 16:24:37,2018-09-14 16:24:37,"0,071s",PASSED
click,Firefox 62.0,,2018-09-14 16:24:37,2018-09-14 16:24:38,"0,902s",PASSED
waitForElementPresent,Firefox 62.0,,2018-09-14 16:24:38,2018-09-14 16:24:38,"0,043s",PASSED
verifyElementVisible,Firefox 62.0,,2018-09-14 16:24:38,2018-09-14 16:24:38,"0,058s",PASSED
"Statement - element = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SettingsMenu/Collection Tree Text), waitShort)",Firefox 62.0,,2018-09-14 16:24:38,2018-09-14 16:24:38,"0,055s",PASSED
Statement - element.each({ java.lang.Object el -> ... }),Firefox 62.0,,2018-09-14 16:24:38,2018-09-14 16:24:38,"0,123s",PASSED
"Statement - elementQtip = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SettingsMenu/Collection Tree), 10)",Firefox 62.0,,2018-09-14 16:24:38,2018-09-14 16:24:38,"0,035s",PASSED
Statement - elementQtip.each({ java.lang.Object elW -> ... }),Firefox 62.0,,2018-09-14 16:24:38,2018-09-14 16:24:41,"2,852s",PASSED
,,,,,,
Test Cases/Logout,Firefox 62.0,,2018-09-14 16:24:43,2018-09-14 16:24:46,"2,243s",PASSED
Statement - test = false,Firefox 62.0,,2018-09-14 16:24:43,2018-09-14 16:24:43,"0,005s",PASSED
"Statement - test = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(GhibliDashboard/btn_logout), 1)",Firefox 62.0,,2018-09-14 16:24:43,2018-09-14 16:24:43,"0,020s",PASSED
Statement - assert test == true,Firefox 62.0,,2018-09-14 16:24:43,2018-09-14 16:24:43,"0,008s",PASSED
