Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
comment,IE 11,,2018-09-14 16:28:49,2018-09-14 16:28:49,"0,016s",PASSED
waitForElementVisible,IE 11,,2018-09-14 16:28:49,2018-09-14 16:28:49,"0,340s",PASSED
verifyElementVisible,IE 11,,2018-09-14 16:28:49,2018-09-14 16:28:50,"0,286s",PASSED
verifyElementVisible,IE 11,,2018-09-14 16:28:50,2018-09-14 16:28:50,"0,296s",PASSED
verifyElementVisible,IE 11,,2018-09-14 16:28:50,2018-09-14 16:28:50,"0,284s",PASSED
click,IE 11,,2018-09-14 16:28:50,2018-09-14 16:28:51,"1,271s",PASSED
waitForElementPresent,IE 11,,2018-09-14 16:28:51,2018-09-14 16:28:52,"0,134s",PASSED
verifyElementVisible,IE 11,,2018-09-14 16:28:52,2018-09-14 16:28:52,"0,304s",PASSED
verifyElementNotPresent,IE 11,,2018-09-14 16:28:52,2018-09-14 16:28:52,"0,432s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:52,2018-09-14 16:28:52,"0,128s",PASSED
verifyElementVisible,IE 11,,2018-09-14 16:28:52,2018-09-14 16:28:53,"0,265s",PASSED
comment,IE 11,,2018-09-14 16:28:53,2018-09-14 16:28:53,"0,010s",PASSED
verifyElementVisible,IE 11,,2018-09-14 16:28:53,2018-09-14 16:28:53,"0,259s",PASSED
verifyElementVisible,IE 11,,2018-09-14 16:28:53,2018-09-14 16:28:53,"0,267s",PASSED
verifyElementVisible,IE 11,,2018-09-14 16:28:53,2018-09-14 16:28:53,"0,258s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:53,2018-09-14 16:28:54,"0,125s",PASSED
comment,IE 11,,2018-09-14 16:28:54,2018-09-14 16:28:54,"0,017s",PASSED
verifyElementVisible,IE 11,,2018-09-14 16:28:54,2018-09-14 16:28:54,"0,270s",PASSED
comment,IE 11,,2018-09-14 16:28:54,2018-09-14 16:28:54,"0,012s",PASSED
click,IE 11,,2018-09-14 16:28:54,2018-09-14 16:28:55,"1,281s",PASSED
waitForElementVisible,IE 11,,2018-09-14 16:28:55,2018-09-14 16:28:56,"1,138s",PASSED
comment,IE 11,,2018-09-14 16:28:56,2018-09-14 16:28:56,"0,016s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:56,2018-09-14 16:28:56,"0,124s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:56,2018-09-14 16:28:57,"0,138s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:57,2018-09-14 16:28:57,"0,135s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:57,2018-09-14 16:28:57,"0,125s",PASSED
click,IE 11,,2018-09-14 16:28:57,2018-09-14 16:28:58,"1,200s",PASSED
waitForElementPresent,IE 11,,2018-09-14 16:28:58,2018-09-14 16:28:58,"0,149s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:58,2018-09-14 16:28:58,"0,122s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:58,2018-09-14 16:28:58,"0,125s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:58,2018-09-14 16:28:59,"0,137s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:59,2018-09-14 16:28:59,"0,114s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:59,2018-09-14 16:28:59,"0,138s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:59,2018-09-14 16:28:59,"0,122s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:59,2018-09-14 16:28:59,"0,121s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:59,2018-09-14 16:28:59,"0,130s",PASSED
verifyElementPresent,IE 11,,2018-09-14 16:28:59,2018-09-14 16:28:59,"0,129s",PASSED
delay,IE 11,,2018-09-14 16:28:59,2018-09-14 16:29:01,"2,015s",PASSED
click,IE 11,,2018-09-14 16:29:01,2018-09-14 16:29:03,"1,235s",PASSED
waitForElementNotPresent,IE 11,,2018-09-14 16:29:03,2018-09-14 16:29:03,"0,387s",PASSED
comment,IE 11,,2018-09-14 16:29:03,2018-09-14 16:29:03,"0,012s",PASSED
click,IE 11,,2018-09-14 16:29:03,2018-09-14 16:29:04,"1,218s",PASSED
waitForElementNotVisible,IE 11,,2018-09-14 16:29:04,2018-09-14 16:29:05,"0,478s",PASSED
,,,,,,
Test Cases/DashboardTransportFilter,IE 11,,2018-09-14 16:29:07,2018-09-14 16:29:28,"21,120s",PASSED
Statement - select_status = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/transferStatusCLICK),IE 11,,2018-09-14 16:29:07,2018-09-14 16:29:07,"0,013s",PASSED
"Statement - optionMap = [""SUBMITTED"":""li_SUBMITTED"", ""SUSPENDED"":""li_SUSPENDED"", ""RESUMED"":""li_RESUMED"", ""STARTED"":""li_STARTED"", ""STARTED_RETRY"":""li_STARTED_RETRY"", ... ]",IE 11,,2018-09-14 16:29:07,2018-09-14 16:29:07,"0,006s",PASSED
"Statement - optionMap.each({ java.lang.Object optionIndex, java.lang.Object optionsValue -> ... })",IE 11,,2018-09-14 16:29:07,2018-09-14 16:29:22,"15,225s",PASSED
click,IE 11,,2018-09-14 16:29:22,2018-09-14 16:29:23,"1,159s",PASSED
click,IE 11,,2018-09-14 16:29:23,2018-09-14 16:29:25,"1,187s",PASSED
Statement - btn_clear = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/btn_clearfilter),IE 11,,2018-09-14 16:29:25,2018-09-14 16:29:25,"0,023s",PASSED
Statement - btn_apply = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/btn_applyfilter),IE 11,,2018-09-14 16:29:25,2018-09-14 16:29:25,"0,013s",PASSED
Statement - input_transferStatus = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/input_transferStatus),IE 11,,2018-09-14 16:29:25,2018-09-14 16:29:25,"0,008s",PASSED
click,IE 11,,2018-09-14 16:29:25,2018-09-14 16:29:26,"1,220s",PASSED
,,,,,,
Test Cases/DashboardTransportDockedCounters,IE 11,,2018-09-14 16:29:28,2018-09-14 16:29:36,"8,219s",PASSED
"Statement - [""SB"", ""ST"", ""SR"", ""SU"", ""RS"", ""FR""].each({ -> ... })",IE 11,,2018-09-14 16:29:28,2018-09-14 16:29:34,"6,028s",PASSED
,,,,,,
Test Cases/MenuSettings,IE 11,,2018-09-14 16:29:36,2018-09-14 16:30:03,"26,975s",PASSED
Statement - btn_dash = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(GhibliDashboard/btn_monitordashboard),IE 11,,2018-09-14 16:29:36,2018-09-14 16:29:36,"0,017s",PASSED
"Statement - css = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(btn_dash, ""class"", STOP_ON_FAILURE)",IE 11,,2018-09-14 16:29:36,2018-09-14 16:29:37,"0,292s",PASSED
Statement - isPressed = css.contains(btn_pressed),IE 11,,2018-09-14 16:29:37,2018-09-14 16:29:37,"0,013s",PASSED
Statement - If (isPressed == false),IE 11,,2018-09-14 16:29:37,2018-09-14 16:29:37,"0,015s",PASSED
verifyElementNotVisible,IE 11,,2018-09-14 16:29:37,2018-09-14 16:29:37,"0,254s",PASSED
click,IE 11,,2018-09-14 16:29:37,2018-09-14 16:29:38,"1,360s",PASSED
waitForElementPresent,IE 11,,2018-09-14 16:29:38,2018-09-14 16:29:38,"0,128s",PASSED
verifyElementVisible,IE 11,,2018-09-14 16:29:38,2018-09-14 16:29:39,"0,259s",PASSED
"Statement - element = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SettingsMenu/Collection Tree Text), waitShort)",IE 11,,2018-09-14 16:29:39,2018-09-14 16:29:39,"0,208s",PASSED
Statement - element.each({ java.lang.Object el -> ... }),IE 11,,2018-09-14 16:29:39,2018-09-14 16:29:40,"1,577s",PASSED
"Statement - elementQtip = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SettingsMenu/Collection Tree), 10)",IE 11,,2018-09-14 16:29:40,2018-09-14 16:29:41,"0,165s",PASSED
Statement - elementQtip.each({ java.lang.Object elW -> ... }),IE 11,,2018-09-14 16:29:41,2018-09-14 16:30:01,"20,348s",PASSED
,,,,,,
Test Cases/Logout,IE 11,,2018-09-14 16:30:03,2018-09-14 16:30:06,"2,388s",PASSED
Statement - test = false,IE 11,,2018-09-14 16:30:03,2018-09-14 16:30:03,"0,005s",PASSED
"Statement - test = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(GhibliDashboard/btn_logout), 1)",IE 11,,2018-09-14 16:30:03,2018-09-14 16:30:03,"0,125s",PASSED
Statement - assert test == true,IE 11,,2018-09-14 16:30:03,2018-09-14 16:30:03,"0,012s",PASSED
